sample,genome,taxonomy,source
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_41,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_543,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_bin_3,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_199,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_662,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_bin_25,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_297,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_158,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_319,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_183,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_478,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_516,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_501,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_661,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_631,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_97,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_428,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_622,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_648,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_623,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_551,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_697,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_164,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_75,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_262,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_352,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_730,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_300,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_bin_47,Varidnaviria;Bamfordvirae;Nucleocytoviricota;NA;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_720,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_bin_76,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_200,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_404,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_53,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_153,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
ERR594364_contigs,ERR594364_contigs__vRhyme_unbinned_430,r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;o__Algavirales;NA;NA;NA,vContact2 clustering
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_45,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Synechococcus phage S-CBS4,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_60,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Oinezvirus;uncultured phage_MedDCM-OCT-S37-C6,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_47,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Zobellviridae;Veravirus;Lentibacter phage vB_LenP_ICBM2,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_20,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;Bellamyvirus;Synechococcus phage Bellamy,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_23,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Elemovirus;Flavobacterium phage vB_FspP_elemoE_6-9C,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_244,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_351,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Prochlorococcus phage MED4-184,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_77,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_262,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC008M,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_281,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Elemovirus;Flavobacterium phage vB_FspP_elemoF_6-3D,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_38,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Ayaqvirus;uncultured phage_MedDCM-OCT-S45-C18,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_255,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC010P,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_88,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_412,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Ayaqvirus;uncultured phage_MedDCM-OCT-S45-C18,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_210,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Seussvirus;Caulobacter phage Seuss,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_353,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Prochlorococcus phage MED4-184,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_189,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Elemovirus;Flavobacterium phage vB_FspP_elemoF_6-3D,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_34,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Ayaqvirus;uncultured phage_MedDCM-OCT-S45-C18,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_145,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Ayaqvirus;uncultured phage_MedDCM-OCT-S45-C18,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_235,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;Bellamyvirus;Synechococcus phage Bellamy,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_413,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Prochlorococcus phage MED4-184,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_227,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Pedosvirus;uncultured phage_MedDCM-OCT-S28-C3,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_340,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_213,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_165,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC010P,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_439,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_438,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Cheungvirus;Cyanophage NATL1A-7,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_30,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Pedosvirus;uncultured phage_MedDCM-OCT-S28-C3,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_73,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;Bellamyvirus;Synechococcus phage Bellamy,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_269,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_306,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC010P,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_387,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_364,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;Bellamyvirus;Synechococcus phage Bellamy,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_192,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Pekhitvirus;uncultured phage MedDCM-OCT-S04-C24,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_21,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC010P,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_418,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Kyanoviridae;Nilusvirus;Synechococcus phage S-SM2,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_31,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Prochlorococcus phage MED4-184,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_337,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;Ayaqvirus;uncultured phage_MedDCM-OCT-S45-C18,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_372,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_249,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_41,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Puniceispirillum phage HMO-2011,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_331,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;Elemovirus;Flavobacterium phage vB_FspP_elemoF_6-3D,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_203,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Prasinovirus;Micromonas sp. RCC1109 virus MpV1,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_231,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;Pelagibacter phage HTVC010P,NCBI RefSeq viral protein searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_261,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_2,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_237,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_382,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_123,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_264,Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_114,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_64,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_338,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_224,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_52,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_24,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_402,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_441,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_180,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_230,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_308,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_154,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_1,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_350,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_35,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_96,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_76,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_419,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_6,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_305,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_369,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_16,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_50,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_143,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_64,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_423,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_bin_29,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_138,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;Autographiviridae;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_383,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_206,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_317,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_312,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_342,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_392,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_347,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_328,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_251,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_403,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_152,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
ERR594382_contigs,ERR594382_contigs__vRhyme_unbinned_42,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;NA;NA;NA;NA,marker VOG HMM searching
